kata,ipa,e_count
hujat,hudʒat,0
resimen,resimen,2
kosmos,kosmos,0
leceh,letʃeh,2
sejat,sədʒat,1
bertempias,bərtəmpias,2
berbasah,bərbasah,1
kukuruyuk,kukurujuʔ,0
mencuik,məntʃuiʔ,1
simak,simaʔ,0
cung,tʃuŋ,0
penanda,pənanda,1
melontarkan,məlontarkan,1
glukosa,glukosa,0
mendora,məndora,1
debur,dəbur,1
pekerjanya,pəkərdʒaɲa,2
rusia,rusia,0
ketegangan,kətəgaŋan,2
mengelikkan,məŋəliʔkan,2
lumus,lumus,0
mendirus,məndirus,1
peser,peser,2
protektorat,proteʔtorat,1
masam,masam,0
apersepsi,apersepsi,2
forensik,forensiʔ,1
cowokan,tʃowokan,0
pontang,pontaŋ,0
bertepikan,bərtəpikan,2
bayur,bajur,0
perbani,pərbani,1
berandam,bərandam,1
dituliskan,dituliskan,0
lincah,lintʃah,0
politiknya,politiʔɲa,0
heboh,heboh,1
meniti,məniti,1
sipil,sipil,0
pertuturan,pərtuturan,1
penculikan,pəntʃulikan,1
berkemendang,bərkəməndaŋ,3
bangking,baŋkiŋ,0
dermawan,dərmawan,1
membangkang,məmbaŋkaŋ,1
transit,transit,0
menghantar,məŋhantar,1
tekis,təkis,1
merahasiakan,mərahasiakan,1
berceramah,bərtʃəramah,2
buyungnya,bujuŋɲa,0
rekan,rəkan,1
bilamana,bilamana,0
ketip,kətip,1
membentang,məmbəntaŋ,2
sana,sana,0
bilik,biliʔ,0
adikarya,adikarja,0
gelung,gəluŋ,1
menegun,mənəgun,2
kapas,kapas,0
benci,bəntʃi,1
kok,koʔ,0
dayuk,dajuʔ,0
komentator,komentator,1
kajang,kadʒaŋ,0
susuh,susuh,0
berkhasiat,bərʔhasiat,1
memetiki,məmətiki,2
kempang,kəmpaŋ,1
pesta,pesta,1
penuhnya,pənuhɲa,1
mengasyikkan,məŋasjiʔkan,1
berian,bərian,1
halaman,halaman,0
zuriat,zuriat,0
diceraikan,ditʃəraikan,1
kakaknya,kakaʔɲa,0
khabar,ʔhabar,0
penyengat,pəɲəŋat,2
epigram,epigram,1
berantisipasi,bərantisipasi,1
menginsafi,məŋinsafi,1
dipikul,dipikul,0
kerenting,kərəntiŋ,2
kakinya,kakiɲa,0
incar,intʃar,0
aktivis,aʔtivis,0
mendedel,məndedel,3
perbekel,pərbəkəl,3
peguam,pəguam,1
berbencah,bərbəntʃah,2
bertengger,bərteŋger,3
keinginan,kəiŋinan,1
candramawa,tʃandramawa,0
topan,topan,0
dolan,dolan,0
pergam,pərgam,1
genitif,genitif,1
deponir,deponir,1
membatak,məmbataʔ,1
hentakan,həntakan,1
kebebangan,kəbəbaŋan,2
migrasi,migrasi,0
ajudan,adʒudan,0
kabel,kabəl,1
dirjen,dirdʒen,1
bandar,bandar,0
berangsang,bəraŋsaŋ,1
pencairan,pəntʃairan,1
penanggah,pənaŋgah,1
cagu,tʃagu,0
tahta,tahta,0
pembedah,pəmbədah,2
ronda,ronda,0
pengarang,pəŋaraŋ,1
terkuras,tərkuras,1
bengku,bəŋku,1
memperindah,məmpərindah,2
pengkritik,pəŋʔritiʔ,1
menyebelahkan,məɲəbəlahkan,3
terseberang,tərsəbəraŋ,3
dempang,dəmpaŋ,1
wawancara,wawantʃara,0
balung,baluŋ,0
sekitarnya,səkitarɲa,1
renjis,rəndʒis,1
dibiarkan,dibiarkan,0
demo,demo,1
keharmonian,kəharmonian,1
mengorak,məŋoraʔ,1
renjer,rendʒər,2
keranda,kəranda,1
elang,əlaŋ,1
dialisis,dialisis,0
mencencang,məntʃəntʃaŋ,2
menceruh,məntʃəruh,2
tiri,tiri,0
bingkas,biŋkas,0
kemala,kəmala,1
kopiah,kopiah,0
ajak,adʒaʔ,0
dilukai,dilukai,0
tersengat,tərsəŋat,2
binaan,binaʔan,0
berwibawa,bərwibawa,1
menyelitkan,məɲəlitkan,2
melambat,məlambat,1
pendaulatan,pəndaulatan,1
pergelangan,pərgəlaŋan,2
tangan,taŋan,0
membajak,məmbadʒaʔ,1
palet,palet,1
tetek,teteʔ,2
balig,balig,0
setolop,sətolop,1
inkubasi,inkubasi,0
awabusa,awabusa,0
cendera,tʃəndəra,2
mengakukan,məŋakukan,1
curiah,tʃuriah,0
sementelah,səməntəlah,3
berduru,bərduru,1
meler,meler,2
terapeutik,terapeutiʔ,2
babil,babil,0
person,pərson,1
sabda,sabda,0
anarkis,anarkis,0
bersandarkan,bərsandarkan,1
menerima,mənərima,2
pemberangkatan,pəmbəraŋkatan,2
sembari,səmbari,1
daras,daras,0
mendesah,məndəsah,2
ceplok,tʃəploʔ,1
pandai,pandai,0
berpelana,bərpəlana,2
merealisasikan,mərealisasikan,2
bufet,bufet,1
ketup,kətup,1
mempercumakan,məmpərtʃumakan,2
media,media,1
berapit,bərapit,1
pembuahan,pəmbuahan,1
brisan,brisan,0
atase,atase,1
derivasi,derivasi,1
merangkum,məraŋkum,1
glasir,glasir,0
pegaga,pəgaga,1
trofi,trofi,0
bekakas,bəkakas,1
manifestasi,manifestasi,1
mencuci,məntʃutʃi,1
kemendur,kəməndur,2
pesiar,pəsiar,1
membuku,məmbuku,1
pelituran,pəlituran,1
penyusupan,pəɲusupan,1
mengambek parama artakan,məŋambəkparamaartakan,2
gurauan,gurauan,0
menyeduai,məɲəduai,2
keperawanannya,kəpərawananɲa,2
stratifikasi,stratifikasi,0
dianyam,diaɲam,0
afeksi,afeʔsi,1
suis,suis,0
bentaus,bəntaus,1
penutup,pənutup,1
membawang,məmbawaŋ,1
mengelepat,məŋələpat,3
pemboikot,pəmboikot,1
ketidak pastian,kətidakpastian,1
ketimbang,kətimbaŋ,1
cakalang,tʃakalaŋ,0
silap,silap,0
pengga,pəŋga,1
sedak,sedaʔ,1
mengalupi,məŋalupi,1
merajai,məradʒai,1
cicak,tʃitʃaʔ,0
berkeadilan,bərkəadilan,2
diperbaiki,dipərbaiki,1
berburu,bərburu,1
bokong,bokoŋ,0
berkudis,bərkudis,1
ala,ala,0
terketuk,tərkətuʔ,2
kelontang,kəlontaŋ,1
berumah,bərumah,1
pembekalan,pəmbəkalan,2
ancuk,antʃuʔ,0
curu,tʃuru,0
arasy,arasj,0
pemudi,pəmudi,1
kesima,kəsima,1
dikenai,dikənai,1
penyetruman,pəɲətruman,2
mengenang,məŋənaŋ,2
mengantepi,məŋantəpi,2
kuadran,kuadran,0
birokrasi,biroʔrasi,0
dinilai,dinilai,0
memohon,məmohon,1
penyiksaan,pəɲiʔsaʔan,1
upah,upah,0
siratan,siratan,0
diterbangkan,ditərbaŋkan,1
joging,dʒogiŋ,0
canang,tʃanaŋ,0
alhasil,alhasil,0
membasikan,məmbasikan,1
memerintahi,məmərintahi,2
bermimpi,bərmimpi,1
mendatang,məndataŋ,1
astronom,astronom,0
mengalpakan,məŋalpakan,1
kebobrokan,kəbobrokan,1
pemberita,pəmbərita,2
menyunting,məɲuntiŋ,1
setip,sətip,1
pendakwa,pəndaʔwa,1
negerinya,nəgəriɲa,2
mengkhususkan,məŋʔhususkan,1
menyenggangkan,məɲəŋgaŋkan,2
dibagikan,dibagikan,0
terserampang,tərsərampaŋ,2
ceking,tʃəkiŋ,1
diwajibkan,diwadʒibkan,0
membelah,məmbəlah,2
menepam,mənəpam,2
menggerus,məŋgərus,2
mendiatkan,məndiatkan,1
aubade,aubadə,1
labur,labur,0
mengagungkan,məŋaguŋkan,1
anteng,antəŋ,1
penyegan,pəɲəgan,2
pencatut,pəntʃatut,1
don,don,0
membongmeh,məmboŋmeh,2
pontianak,pontianaʔ,0
pengasingan,pəŋasiŋan,1
pascasarjana,pastʃasardʒana,0
edukasi,edukasi,1
selia,səlia,1
kenduduk,kənduduʔ,1
pendasar,pəndasar,1
kuskus,kuskus,0
bergelut,bərgəlut,2
sekeduduk,səkəduduʔ,2
paleografi,paleografi,1
metal,metal,1
belengkong,bəleŋkoŋ,2
beronani,bəronani,1
adap,adap,0
mendoakan,məndoakan,1
dicoba,ditʃoba,0
proton,proton,0
poligon,poligon,0
keayapan,kəajapan,1
ceriga,tʃəriga,1
arip,arip,0
psikologi,psikologi,0
duh,duh,0
kedam,kədam,1
seudati,səudati,1
tembolok,təmboloʔ,1
menebari,mənebari,2
keterangan,kətəraŋan,2
alumni,alumni,0
tandingan,tandiŋan,0
kastam,kastam,0
sungutan,suŋutan,0
cadar,tʃadar,0
getah,gətah,1
mencekau,məntʃəkau,2
koreksi,koreʔsi,1
kepialu,kəpialu,1
menyelangkan,məɲəlaŋkan,2
tersembul,tərsəmbul,2
seburas,səburas,1
aktif,aʔtif,0
muih,muih,0
soba,soba,0
menyengsarakan,məɲəŋsarakan,2
pepesan,pepesan,2
menyelamati,məɲəlamati,2
pusing,pusiŋ,0
merahan,merahan,1
cetai,tʃətai,1
melebar,məlebar,2
subur,subur,0
pikir,pikir,0
pengadu,pəŋadu,1
menenung,mənənuŋ,2
kidung,kiduŋ,0
sebilang,səbilaŋ,1
bendung,bənduŋ,1
meminyaki,məmiɲaki,1
hajaran,hadʒaran,0
menaruh,mənaruh,1
kelepai,kələpai,2
seperunjung,səpərundʒuŋ,2
anafrodisiak,anafrodisiaʔ,0
membedil,məmbədil,2
dimunculkan,dimuntʃulkan,0
menenun,mənənun,2
erotis,erotis,1
yang,jaŋ,0
cupu,tʃupu,0
lomba,lomba,0
khas,ʔhas,0
membelalak,məmbəlalaʔ,2
penyemangatan,pəɲəmaŋatan,2
koktail,koʔtail,0
setapak,sətapaʔ,1
kepak,kəpaʔ,1
bersalah,bərsalah,1
terpecahkan,tərpətʃahkan,2
menemani,mənəmani,2
eter,etər,2
pariwisata,pariwisata,0
menyendalkan,məɲəndalkan,2
adipenghantar,adipəŋhantar,1
mikrofon,miʔrofon,0
elips,elips,1
tersisihkan,tərsisihkan,1
menggelinjang,məŋgəlindʒaŋ,2
temberas,təmbəras,2
hartawan,hartawan,0
pemandangan,pəmandaŋan,1
perimpin,pərimpin,1
bertegun,bərtəgun,2
emang,əmaŋ,1
suasana,suasana,0
mengkona,məŋkona,1
merpaud,mərpaud,1
diasak,diasaʔ,0
beluas,bəluas,1
terpal,tərpal,1
bersorak,bərsoraʔ,1
statik,statiʔ,0
membantar,məmbantar,1
mengulangi,məŋulaŋi,1
tunaaksara,tunaʔaʔsara,0
perkemasan,pərkəmasan,2
penyemenan,pəɲəmenan,3
keefektifan,kəefeʔtifan,3
menceraikan,məntʃəraikan,2
keriangan,kəriaŋan,1
kerabit,kərabit,1
bertempiar,bərtəmpiar,2
pitam,pitam,0
dedau,dədau,1
handal,handal,0
keramik,keramiʔ,1
peruk,pəruʔ,1
eksklusivisme,eʔsʔlusivismə,2
kesetiaannya,kəsətiaʔanɲa,2
baluhan,baluhan,0
kecandan,kətʃandan,1
onani,onani,0
pembuka,pəmbuka,1
menyelimpat,məɲəlimpat,2
kemlandingan,kəmlandiŋan,1
tatih,tatih,0
mempersendakan,məmpərsəndakan,3
memalingkan,məmaliŋkan,1
menyemir,məɲəmir,2
kembuk,kəmbuʔ,1
pemberi,pəmbəri,2
jengkel,dʒeŋkel,2
biting,bitiŋ,0
bersiul,bərsiul,1
ekstrem,eʔstrem,2
apendisitis,apendisitis,1
cibit,tʃibit,0
dialihkan,dialihkan,0
bembam,bəmbam,1
sedemikian,sədəmikian,2
berdesakan,bərdəsakan,2
berkoperasi,bərkopərasi,2
mendatarkan,məndatarkan,1
balak,balaʔ,0
plafon,plafon,0
tuntas,tuntas,0
impresario,impresario,1
fauna,fauna,0
membuncahkan,məmbuntʃahkan,1
nominatif,nominatif,0
johari,dʒohari,0
seringing,səriŋiŋ,1
buani,buani,0
menyenggaki,məɲəŋgaki,2
demonstrasi,demonstrasi,1
seperasaan,səpərasaʔan,2
ordo,ordo,0
demagogi,demagogi,1
terhunus,tərhunus,1
menteri,məntəri,2
gagang,gagaŋ,0
berafiliasi,bərafiliasi,1
kenyam,kəɲam,1
mentak,məntaʔ,1
optimal,optimal,0
sekretarisnya,seʔrətarisɲa,2
brana,brana,0
ketena,kətəna,2
lolong,loloŋ,0
disadari,disadari,0
realisasi,realisasi,1
menggunakannya,məŋgunakanɲa,1
bung,buŋ,0
desis,dəsis,1
kalimat,kalimat,0
digembleng,digəmbleŋ,2
kurap,kurap,0
berlainan,bərlainan,1
menyeberang,məɲəbəraŋ,3
jongkit,dʒoŋkit,0
anomi,anomi,0
menetak,mənətaʔ,2
bertaburan,bərtaburan,1
mengapani,məŋapani,1
labil,labil,0
penggilingan,pəŋgiliŋan,1
diborongnya,diboroŋɲa,0
menyelekehi,məɲəlekehi,4
dikritik,diʔritiʔ,0
penzina,pənzina,1
mengawamkan,məŋawamkan,1
disuguhi,disuguhi,0
membocorkan,məmbotʃorkan,1
banjaran,bandʒaran,0
pretel,pretel,2
mengerakali,məŋərakali,2
sedu,sədu,1
tandang,tandaŋ,0
mengurang,məŋuraŋ,1
menentui,mənəntui,2
benian,bənian,1
meneropong,mənəropoŋ,2
doi,doi,0
perihal,pərihal,1
takziah,takziah,0
intens,intens,1
tekanan,təkanan,1
mengikutinya,məŋikutiɲa,1
mengolah,məŋolah,1
kemut,kəmut,1
memperadabkan,məmpəradabkan,2
hancurkan,hantʃurkan,0
artileri,artiləri,1
penyusun,pəɲusun,1
menadah,mənadah,1
porsi,porsi,0
pemeluk,pəməluʔ,2
kerkau,kərkau,1
jelek,dʒəleʔ,2
tugaskan,tugaskan,0
berhak,bərhaʔ,1
pemupukan,pəmupukan,1
bergaya,bərgaja,1
terusir,tərusir,1
menyelubung,məɲəlubuŋ,2
menebarkan,mənebarkan,2
matian,matian,0
falak,falaʔ,0
mengupah,məŋupah,1
titir,titir,0
membobos,məmbobos,1
cangah,tʃaŋah,0
berteduh,bərtəduh,2
liku,liku,0
rintik,rintiʔ,0
seko,seko,1
sepanjang,səpandʒaŋ,1
acuman,atʃuman,0
pelaspas,pəlaspas,1
pimpinan,pimpinan,0
seregu,sərəgu,2
gurita,gurita,0
gambarannya,gambaranɲa,0
kebelauan,kəbəlauan,2
kalau,kalau,0
panggang,paŋgaŋ,0
serudukan,sərudukan,1
kelung,kəluŋ,1
membor,məmbor,1
mengantikkan,məŋantiʔkan,1
kehidupan,kəhidupan,1
berumur,bərumur,1
alin,alin,0
menyala,məɲala,1
menanggapi,mənaŋgapi,1
diplomatik,diplomatiʔ,0
sulit,sulit,0
derajatnya,dəradʒatɲa,1
fulus,fulus,0
berambut,bərambut,1
mengaruniakan,məŋaruniakan,1
mengais,məŋais,1
finansial,finansial,0
mekanik,mekaniʔ,1
mobil,mobil,0
kekerabatan,kəkərabatan,2
membisul,məmbisul,1
anugerah,anugərah,1
elastis,elastis,1
drip,drip,0
berdemonstrasi,bərdemonstrasi,2
tekun,təkun,1
berasap,bərasap,1
atan,atan,0
teracak,təratʃaʔ,1
kemaruk,kəmaruʔ,1
buntel,buntəl,1
mengemban,məŋəmban,2
melengahkan,məleŋahkan,2
membusukkan,məmbusuʔkan,1
kesomplok,kəsomploʔ,1
berdompak,bərdompaʔ,1
menyelendangi,məɲəlendaŋi,3
mengapam,məŋapam,1
asparagus,asparagus,0
pinggirnya,piŋgirɲa,0
pendongkrakan,pəndoŋʔrakan,1
menggurui,məŋgurui,1
lebarnya,lebarɲa,1
nipis,nipis,0
sumpah,sumpah,0
kontroversial,kontroversial,1
pinggang,piŋgaŋ,0
merindukan,mərindukan,1
sementara,səməntara,2
timah,timah,0
merehatkan,mərehatkan,2
padamu,padamu,0
detikan,dətikan,1
bali,bali,0
genting,gəntiŋ,1
ajur,adʒur,0
begonia,begonia,1
membesit,məmbəsit,2
dialektik,dialeʔtiʔ,1
dengannya,dəŋanɲa,1
kocak,kotʃaʔ,0
skim,skim,0
glamor,glamor,0
pengancam,pəŋantʃam,1
dipertanggung jawabkan,dipərtaŋguŋdʒawabkan,1
permusuhan,pərmusuhan,1
petuah,pətuah,1
bertelepuk,bərtələpuʔ,3
ares,ares,1
penginsafan,pəŋinsafan,1
cambang,tʃambaŋ,0
terpampang,tərpampaŋ,1
geodesi,geodesi,2
penyambutan,pəɲambutan,1
pantang,pantaŋ,0
serba,sərba,1
kosmografi,kosmografi,0
perbioskopan,pərbioskopan,1
berkuatkuasa,bərkuatkuasa,1
berpantang,bərpantaŋ,1
perbukitan,pərbukitan,1
netralisasi,netralisasi,1
melempari,məlempari,2
medang,mədaŋ,1
rum,rum,0
kolega,kolega,1
hempas,həmpas,1
kurun,kurun,0
kefasihan,kəfasihan,1
menyenggol,məɲeŋgol,2
serdak,sərdaʔ,1
merasa,mərasa,1
trombon,trombon,0
vegetasi,vegətasi,2
penyebar,pəɲəbar,2
separbang,səparbaŋ,1
pembinaan,pəmbinaʔan,1
cangap,tʃaŋap,0
melilau,məlilau,1
abreviasi,abreviasi,1
kepala,kəpala,1
merekah,mərəkah,2
bahan,bahan,0
drainase,drainasə,1
taplak,taplaʔ,0
pental,pəntal,1
membarah,məmbarah,1
menghadkan,məŋhadkan,1
terkecuali,tərkətʃuali,2
keskul,kəskul,1
seteru,sətəru,2
kiraan,kiraʔan,0
ajojing,adʒodʒiŋ,0
pertobatan,pərtobatan,1
bantingan,bantiŋan,0
pengucapan,pəŋutʃapan,1
kotak,kotaʔ,0
agamaku,agamaku,0
ulang,ulaŋ,0
ditunggu,dituŋgu,0
rentap,rəntap,1
penyitaan,pəɲitaʔan,1
kepengurusan,kəpəŋurusan,2
bisnis,bisnis,0
bercengkung,bərtʃəŋkuŋ,2
berbalik,bərbaliʔ,1
semaja,səmadʒa,1
pengalang,pəŋalaŋ,1
dirintangi,dirintaŋi,0
memegang,məməgaŋ,2
dalik,daliʔ,0
pengayoman,pəŋajoman,1
darat,darat,0
mengakali,məŋakali,1
cagut,tʃagut,0
hamil,hamil,0
dukat,dukat,0
persidangan,pərsidaŋan,1
cikar,tʃikar,0
delepak,dələpaʔ,2
selut,səlut,1
pemodal,pəmodal,1
mengutus,məŋutus,1
garpu,garpu,0
moreng,moreŋ,1
diusir,diusir,0
natijah,natidʒah,0
akreditasi,aʔreditasi,1
pengadaan,pəŋadaʔan,1
mubazir,mubazir,0
kekasaran,kəkasaran,1
mengembara,məŋəmbara,2
memelesetkan,məməlesetkan,4
perangainya,pəraŋaiɲa,1
gendut,gəndut,1
penjurian,pəndʒurian,1
denok,denoʔ,1
menoleh,mənoleh,2
aerobatik,aerobatiʔ,1
ciak,tʃiaʔ,0
selaka,səlaka,1
dibuangkan,dibuaŋkan,0
dayu,daju,0
cengkok,tʃeŋkoʔ,1
berjumpa,bərdʒumpa,1
kesiapan,kəsiapan,1
resap,rəsap,1
brompit,brompit,0
tertunda,tərtunda,1
bertema,bərtema,2
rabana,rabana,0
sendocong,səndotʃoŋ,1
penyembahan,pəɲəmbahan,2
celeng,tʃeleŋ,2
tersebar,tərsəbar,2
ragi,ragi,0
senan,senan,1
ketokohan,kətokohan,1
dibunuh,dibunuh,0
tonik,toniʔ,0
alternatif,alternatif,1
bayaran,bajaran,0
dengut,dəŋut,1
serum,serum,1
bergetar,bərgətar,2
penyimpangan,pəɲimpaŋan,1
epigrafi,epigrafi,1
aliran,aliran,0
pembelakangan,pəmbəlakaŋan,2
tegakan,təgakan,1
terbesar,tərbəsar,2
kejiranan,kədʒiranan,1
potlot,potlot,0
pencaci,pəntʃatʃi,1
menghanguskan,məŋhaŋuskan,1
keredupan,kərədupan,2
berkhayal,bərʔhajal,1
menjawab,məndʒawab,1
bersahut,bərsahut,1
mengejut,məŋədʒut,2
kericau,kəritʃau,1
sektoral,seʔtoral,1
atur,atur,0
jemu,dʒəmu,1
atung,atuŋ,0
penyebab,pəɲəbab,2
pangkuannya,paŋkuanɲa,0
petrologi,petrologi,1
mewarnakan,məwarnakan,1
mengaktifkan,məŋaʔtifkan,1
memeting,məmətiŋ,2
bangkrut,baŋʔrut,0
destinasi,destinasi,1
menjelajah,məndʒəladʒah,2
mengajarkan,məŋadʒarkan,1
hunus,hunus,0
dekaden,dekaden,2
termenung,tərmənuŋ,2
paus,paus,0
nyetel,ɲətel,2
membangkar,məmbaŋkar,1
interpolasi,intərpolasi,1
kebunnya,kəbunɲa,1
teatris,teatris,1
hari,hari,0
menyemak,məɲemaʔ,2
lobak,lobaʔ,0
gagalkan,gagalkan,0
mencelung,məntʃəluŋ,2
celekeh,tʃəlekeh,3
kubah,kubah,0
merangkumi,məraŋkumi,1
agunan,agunan,0
mengajar,məŋadʒar,1
akhbar,aʔhbar,0
perbatin,pərbatin,1
terpaan,tərpaʔan,1
menyetrap,məɲətrap,2
seismologi,seismologi,1
rindu,rindu,0
tergamak,tərgamaʔ,1
suruh,suruh,0
tercacak,tərtʃatʃaʔ,1
gamang,gamaŋ,0
membaban,məmbaban,1
marginal,marginal,0
kesultanan,kəsultanan,1
ditandai,ditandai,0
ranjau,randʒau,0
penganugerahan,pəŋanugərahan,2
cena,tʃena,1
benyoh,bəɲoh,1
persemayaman,pərsəmajaman,2
pembiayaan,pəmbiajaʔan,1
segeralah,səgəralah,2
memancing,məmantʃiŋ,1
kelarah,kəlarah,1
mencangkul,məntʃaŋkul,1
multinasional,multinasional,0
onggokan,oŋgokan,0
otomatisasi,otomatisasi,0
mengerinjang,məŋərindʒaŋ,2
mampus,mampus,0
cawak,tʃawaʔ,0
pahat,pahat,0
bergaung,bərgauŋ,1
pengarahan,pəŋarahan,1
berbobot,bərbobot,1
sangar,saŋar,0
awar,awar,0
pendepositoan,pəndepositoan,2
mendiskusikan,məndiskusikan,1
pembunuhan,pəmbunuhan,1
pemandian,pəmandian,1
idealis,idealis,1
menatang,mənataŋ,1
ancol,antʃol,0
beluku,bəluku,1
memengkalkan,məməŋkalkan,2
jas,dʒas,0
pendapatan,pəndapatan,1
klien,ʔlien,1
peningset,pəniŋsət,2
semakin,səmakin,1
hindu,hindu,0
penenang,pənənaŋ,2
karambol,karambol,0
tang,taŋ,0
mengawasi,məŋawasi,1
nona,nona,0
menyoroti,məɲoroti,1
bubuh,bubuh,0
cokek,tʃokeʔ,1
heroin,heroin,1
biometrik,biometriʔ,1
membintangi,məmbintaŋi,1
menghasut,məŋhasut,1
mencak,məntʃaʔ,1
terlampau,tərlampau,1
berganding,bərgandiŋ,1
senantan,sənantan,1
aktuaria,aʔtuaria,0
pelawaan,pəlawaʔan,1
sekumpulan,səkumpulan,1
seperdua,səpərdua,2
jembatan,dʒəmbatan,1
baksis,baʔsis,0
berpangkal,bərpaŋkal,1
mewartakan,məwartakan,1
intuitif,intuitif,0
kekitaan,kəkitaʔan,1
kebejatan,kəbədʒatan,2
dasawarsa,dasawarsa,0
pertanian,pərtanian,1
perbenihan,pərbənihan,2
pemisahan,pəmisahan,1
amantu,amantu,0
mendidihkan,məndidihkan,1
selusuh,səlusuh,1
terpeper,tərpeper,3
takik,takiʔ,0
gigi,gigi,0
bataan,bataʔan,0
gambut,gambut,0
membelahak,məmbəlahaʔ,2
mengalami,məŋalami,1
membangga,məmbaŋga,1
tolong,toloŋ,0
bombastis,bombastis,0
anal,anal,0
majikan,madʒikan,0
merobek,mərobeʔ,2
kelegaan,kələgaʔan,2
pendemokrasian,pəndemoʔrasian,2
teperlus,təpərlus,2
diramalkan,diramalkan,0
menyanggupkan,məɲaŋgupkan,1
tengadah,təŋadah,1
keladi,kəladi,1
organisator,organisator,0
ekstraksi,eʔstraʔsi,1
steno,steno,1
menggalurkan,məŋgalurkan,1
pembukuan,pəmbukuan,1
tertujukan,tərtudʒukan,1
lalai,lalai,0
percis,pərtʃis,1
meragi,məragi,1
mengawaskan,məŋawaskan,1
menganalisis,məŋanalisis,1
keterkaitan,kətərkaitan,2
pelvis,pelvis,1
sains,sains,0
parsi,parsi,0
kerajat,kəradʒat,1
akuk,akuʔ,0
pertamanya,pərtamaɲa,1
kebengkalan,kəbəŋkalan,2
menyoalkan,məɲoalkan,1
luka,luka,0
cerocos,tʃərotʃos,1
pembantingan,pəmbantiŋan,1
permanen,permanen,2
antipode,antipodə,1
kecaburan,kətʃaburan,1
mede,mede,2
merintangi,mərintaŋi,1
terpenggal,tərpəŋgal,2
menyamar,məɲamar,1
melapor,məlapor,1
berkaparan,bərkaparan,1
pengantara,pəŋantara,1
cabut,tʃabut,0
harkat,harkat,0
menyejarahkan,məɲədʒarahkan,2
mengeruh,məŋəruh,2
tembikar,təmbikar,1
gambarkan,gambarkan,0
sekakar,səkakar,1
tiang,tiaŋ,0
mengking,məŋkiŋ,1
membelenting,məmbələntiŋ,3
persuratan,pərsuratan,1
kolom,kolom,0
bingkis,biŋkis,0
kerambil,kərambil,1
ratusan,ratusan,0
menderau,məndərau,2
mendamik,məndamiʔ,1
tapis,tapis,0
kemlaka,kəmlaka,1
memperhebat,məmpərhebat,3
asalkan,asalkan,0
dipersembahkan,dipərsəmbahkan,2
bintang,bintaŋ,0
androgen,androgen,1
mengambin,məŋambin,1
hujan,hudʒan,0
bincu,bintʃu,0
bertempat,bərtəmpat,2
menjemukan,məndʒəmukan,2
berbingkai,bərbiŋkai,1
tempat,təmpat,1
bayuan,bajuan,0
sembak,səmbaʔ,1
menyerandang,məɲərandaŋ,2
keberaksaraan,kəbəraʔsaraʔan,2
untuk,untuʔ,0
bongkok,boŋkoʔ,0
kerabik,kərabiʔ,1
serakah,sərakah,1
beringas,bəriŋas,1
derita,dərita,1
cercap,tʃərtʃap,1
terbeti,tərbəti,2
logat,logat,0
ditembaknya,ditembaʔɲa,1
alamin,alamin,0
tunggal,tuŋgal,0
sipir,sipir,0
menggelisahkan,məŋgəlisahkan,2
keluarganya,kəluargaɲa,1
kedurhakaan,kədurhakaʔan,1
cengkeram,tʃəŋkəram,2
tertemukan,tərtəmukan,2
berbaring,bərbariŋ,1
sadarkan,sadarkan,0
menyerut,məɲərut,2
merampungkan,mərampuŋkan,1
berakal,bərakal,1
mencoretkan,məntʃoretkan,2
senyur,səɲur,1
mencelak,məntʃelaʔ,2
mencanak,məntʃanaʔ,1
anjangkarya,andʒaŋkarja,0
kemaksiatan,kəmaʔsiatan,1
terdadek,tərdadeʔ,2
ekstrover,eʔstrover,2
tangkap,taŋkap,0
menyatukan,məɲatukan,1
autograf,autograf,0
ayuhai,ajuhai,0
mendasari,məndasari,1
kepemilikan,kəpəmilikan,2
induksi,induʔsi,0
permodalan,pərmodalan,1
rayau,rajau,0
bonggol,boŋgol,0
keserasian,kəsərasian,2
urai,urai,0
linen,linən,1
hasut,hasut,0
terjadilah,tərdʒadilah,1
daro,daro,0
perawas,pərawas,1
beluntas,bəluntas,1
mendada,məndada,1
bersentuhan,bərsəntuhan,2
kriteria,ʔriteria,1
terperedus,tərpərədus,3
mengunggis,məŋuŋgis,1
cuping,tʃupiŋ,0
royal,rojal,0
polah,polah,0
pedis,pədis,1
sida,sida,0
brigade,brigadə,1
dikepung,dikəpuŋ,1
karcis,kartʃis,0
barangkali,baraŋkali,0
bagau,bagau,0
dermatitis,dermatitis,1
hidrolik,hidroliʔ,0
kebah,kəbah,1
menenggang,məneŋgaŋ,2
pesona,pəsona,1
mendesau,məndəsau,2
berkecil,bərkətʃil,2
peron,peron,1
cebong,tʃeboŋ,1
retak,rətaʔ,1
terserat,tərsərat,2
mendering,məndəriŋ,2
candik,tʃandiʔ,0
senderut,səndərut,2
berpencar,bərpəntʃar,2
mortir,mortir,0
kalap,kalap,0
percontohan,pərtʃontohan,1
dibereskan,dibereskan,2
menyebalkan,məɲəbalkan,2
tercupai,tərtʃupai,1
menyenget,məɲeŋet,3
edukatif,edukatif,1
seserahan,səsərahan,2
penertiban,pənərtiban,2
sentrifugal,sentrifugal,1
berapat,bərapat,1
bulsak,bulsaʔ,0
pertanda,pərtanda,1
bandu,bandu,0
bomber,bombər,1
mufakat,mufakat,0
nyentuh,ɲəntuh,1
