kata,ipa
menyoalkan,məɲoalkan
bembarap,bəmbarap
bismut,bismut
kewenangan,kəwənaŋan
akaun,akaun
tebak,təbaʔ
rumahmu,rumahmu
aliansi,aliansi
hemat,hemat
kerangan,kəraŋan
melumpuhkan,məlumpuhkan
kurungan,kuruŋan
sebungkus,səbuŋkus
pencatut,pəntʃatut
sepusat,səpusat
pelawaan,pəlawaʔan
alif,alif
mendepa,məndəpa
pendataran,pəndataran
penyunting,pəɲuntiŋ
insan,insan
konkrit,konʔrit
menyeranggung,məɲəraŋguŋ
kewujudan,kəwudʒudan
kosmetis,kosmetis
kembaran,kəmbaran
variasi,variasi
ketambak,kətambaʔ
pintal,pintal
denyitan,dəɲitan
bogi,bogi
menceritai,məntʃəritai
merengut,mərəŋut
menerimakan,mənərimakan
ulama,ulama
ansari,ansari
despot,despot
berkelit,bərkəlit
lada,lada
mencangah,məntʃaŋah
garuda,garuda
bayangan,bajaŋan
ansur,ansur
mengencangkan,məŋəntʃaŋkan
membagi,məmbagi
digulung,diguluŋ
ajujah,adʒudʒah
mani,mani
rancak,rantʃaʔ
mengatakan,məŋatakan
danur,danur
kuno,kuno
gurun,gurun
membacai,məmbatʃai
tercagak,tərtʃagaʔ
bercerita,bərtʃərita
sosial,sosial
menduakan,mənduakan
bisikan,bisikan
ambisius,ambisius
mengalami,məŋalami
diimbau,diʔimbau
kataku,kataku
pencurian,pəntʃurian
serdih,sərdih
mengetap,məŋətap
bopeng,bopeŋ
beluntas,bəluntas
kesengitan,kəsəŋitan
misal,misal
tukun,tukun
peminta,pəminta
tandang,tandaŋ
pencoba,pəntʃoba
menyemak,məɲemaʔ
matang,mataŋ
bacang,batʃaŋ
kerumuk,kərumuʔ
kebapakan,kəbapakan
dilanjutkan,dilandʒutkan
mencodak,məntʃodaʔ
mencicip,məntʃitʃip
lontar,lontar
bersuamikan,bərsuamikan
seperlunya,səpərluɲa
perbincangan,pərbintʃaŋan
selepa,sələpa
alfabet,alfabet
angkuk,aŋkuʔ
gatal,gatal
mengefisienkan,məŋefisienkan
waslap,waslap
anglap,aŋlap
admisi,admisi
tercerabut,tərtʃərabut
akupunktur,akupunʔtur
bengkawan,bəŋkawan
skil,skil
matris,matris
berkata,bərkata
bersantai,bərsantai
pertubuhan,pərtubuhan
tambak,tambaʔ
alkali,alkali
pembandut,pəmbandut
dicinta,ditʃinta
muluk,muluʔ
baplang,baplaŋ
mengirim,məŋirim
dabung,dabuŋ
sosiobudaya,sosiobudaja
terpinga pinga,tərpiŋa-piŋa
mimik,mimiʔ
substitusi,substitusi
teladan,təladan
abun,abun
berdengu,bərdəŋu
mengecaskan,məŋətʃaskan
keberangan,kəberaŋan
merendam,mərəndam
absolutisme,absolutismə
segunung,səgunuŋ
mendatarkan,məndatarkan
kecabulan,kətʃabulan
pembatalan,pəmbatalan
menjijikkan,məndʒidʒiʔkan
sepegoh,səpegoh
membuaya,məmbuaja
sarang,saraŋ
moderat,modərat
kial,kial
membaji,məmbadʒi
dederuk,dədəruʔ
mengecutkan,məŋətʃutkan
serkah,sərkah
rakyatnya,raʔjatɲa
helang,həlaŋ
gugus,gugus
berbantal,bərbantal
mengafiatkan,məŋafiatkan
matian,matian
gesit,gəsit
menembak,mənembaʔ
upeti,upəti
pembabatan,pəmbabatan
tidaknya,tidaʔɲa
keenamnya,kəʔənamɲa
jengkel,dʒeŋkel
majikan,madʒikan
berongsong,bəroŋsoŋ
adrenalin,adrenalin
mengusung,məŋusuŋ
penampan,pənampan
tepus,təpus
mukjizat,muʔdʒizat
gunakan,gunakan
perusakan,pərusakan
dakian,dakian
fakultatif,fakultatif
menyerampang,məɲərampaŋ
sok,soʔ
bertaruh,bərtaruh
pendorong,pəndoroŋ
strategis,strategis
mengidam,məŋidam
walang,walaŋ
zaitun,zaitun
mengelus,məŋəlus
samin,samin
busik,busiʔ
wewenang,wəwənaŋ
um at,umʔat
tercancang,tərtʃantʃaŋ
genggam,gəŋgam
balok,baloʔ
mi,mi
mara,mara
kerakusan,kərakusan
menayang,mənajaŋ
bergiliran,bərgiliran
alias,alias
senjata,səndʒata
mencengangkan,məntʃəŋaŋkan
pelas,pəlas
penting,pəntiŋ
ketiau,kətiau
cepeng,tʃəpeŋ
grasi,grasi
curik,tʃuriʔ
menstruasi,menstruasi
debup,dəbup
penciptaan,pəntʃiptaʔan
memaparkan,məmaparkan
menusuki,mənusuki
geseran,geseran
geng,geŋ
berkancing,bərkantʃiŋ
bermalam,bərmalam
cicik,tʃitʃiʔ
tergilas,tərgilas
depap,dəpap
perling,pərliŋ
bagau,bagau
pencemas,pəntʃəmas
ulangan,ulaŋan
sambar,sambar
zona,zona
menentu,mənəntu
meniadakan,məniadakan
haid,haid
peluruh,pəluruh
mendatangi,məndataŋi
barus,barus
kepengurusan,kəpəŋurusan
pencegah,pəntʃəgah
menjunam,məndʒunam
ketul,kətul
lamat,lamat
direktorat,direʔtorat
cengkeraman,tʃəŋkəraman
bajumu,badʒumu
mengampelas,məŋampəlas
pengetatan,pəŋətatan
mengawamkan,məŋawamkan
delikates,dəlikates
pengelim,pəŋəlim
antarsel,antarsel
mencacak,məntʃatʃaʔ
keretan,kəretan
peladang,pəladaŋ
pendok,pəndoʔ
piut,piut
keroco,kərotʃo
berdikari,bərdikari
pembantingan,pəmbantiŋan
lontong,lontoŋ
memapas,məmapas
mestinya,məstiɲa
tuah,tuah
menyangkakan,məɲaŋkakan
kebocahan,kəbotʃahan
berburu,bərburu
haris,haris
berjauhan,bərdʒauhan
mengejut,məŋədʒut
denguk,dəŋuʔ
timba,timba
membenih,məmbənih
supai,supai
berjiran,bərdʒiran
lekat,ləkat
kerosok,kərosoʔ
kerusuhan,kərusuhan
membonekakan,məmbonekakan
dongok,doŋoʔ
ubanan,ubanan
tegakan,təgakan
seton,səton
perkebunan,pərkəbunan
bengkarung,bəŋkaruŋ
periang,pəriaŋ
pertandingan,pərtandiŋan
tangan,taŋan
kesiap,kəsiap
peranakan,pəranakan
solidaritas,solidaritas
mengontak,məŋontaʔ
bordil,bordil
semanis,səmanis
belungkur,bəluŋkur
revolver,revolver
mengecoh,məŋetʃoh
kepalsuan,kəpalsuan
penyederhanaan,pəɲədərhanaʔan
setirman,sətirman
pause,pausə
harinya,hariɲa
eksipien,eʔsipien
tegel,tegəl
mempermuda,məmpərmuda
menuntun,mənuntun
tipuan,tipuan
diselidiki,disəlidiki
menyemaikan,məɲəmaikan
kuskus,kuskus
terpidana,tərpidana
diingat,diʔiŋat
manggis,maŋgis
mengerukutkan,məŋərukutkan
bureng,burəŋ
benci,bəntʃi
almukhlis,almuʔhlis
auratnya,auratɲa
loyar,lojar
ingatannya,iŋatanɲa
pertapaan,pərtapaʔan
kernyut,kərɲut
mempengaruhi,məmpəŋaruhi
kehutanan,kəhutanan
cekap,tʃəkap
anti karat,anti-karat
binara,binara
layu,laju
diguncang,diguntʃaŋ
bawel,bawel
apungan,apuŋan
junjung,dʒundʒuŋ
pertambahan,pərtambahan
kasus,kasus
agresi,agresi
syal,sjal
mengalah,məŋalah
ongkos,oŋkos
bersemuka,bərsəmuka
jenggot,dʒeŋgot
bernilai,bərnilai
kerkop,kerkop
terpamer,tərpamer
berbantah,bərbantah
ternampak,tərnampaʔ
kumparan,kumparan
mempersegera,məmpərsəgəra
perkolator,perkolator
mengecat,məŋətʃat
berbisik,bərbisiʔ
halte,haltə
menghimpunkan,məŋhimpunkan
mengalunkan,məŋalunkan
rawa,rawa
perakan,perakan
bentangan,bəntaŋan
berniaga,bərniaga
penginsafan,pəŋinsafan
manakala,manakala
panggul,paŋgul
akademis,akademis
dicuci,ditʃutʃi
merempat,mərempat
memetia,məmətia
bedudak,bədudaʔ
pemberani,pəmbərani
oleng,oleŋ
dipecahkan,dipətʃahkan
pengki,pəŋki
askriptif,asʔriptif
pengaduan,pəŋaduan
damah,damah
kencit,kəntʃit
badur,badur
tertentu,tərtəntu
nanah,nanah
bendesa,bəndesa
mengetesi,məŋətesi
memedulikan,məmədulikan
intip,intip
calabikang,tʃalabikaŋ
terbaring,tərbariŋ
perinci,pərintʃi
pengaruh,pəŋaruh
hajah,hadʒah
berdeku,bərdəku
kabaret,kabaret
emban,əmban
hati,hati
melunaskan,məlunaskan
cangak,tʃaŋaʔ
berseloka,bərsəloka
pertenunan,pərtənunan
memernis,məmərnis
bertabrakan,bərtabrakan
antardaerah,antardaerah
dipahami,dipahami
telacak,təlatʃaʔ
mendengkung,məndəŋkuŋ
menoreh,mənoreh
jempol,dʒəmpol
melayu,məlaju
sebintang,səbintaŋ
bundak,bundaʔ
menyeligit,məɲəligit
telah,təlah
kelambu,kəlambu
sembir,səmbir
lolong,loloŋ
merapu,mərapu
menyembur,məɲəmbur
kesemaran,kəsəmaran
menyepuh,məɲəpuh
barak,baraʔ
blok,bloʔ
kawasan,kawasan
angku,aŋku
dioksin,dioʔsin
perbaiki,pərbaiki
dukana,dukana
seterusnya,sətərusɲa
memecat,məmətʃat
seliap,səliap
tau,tau
otonom,otonom
ditimbun,ditimbun
karak,karaʔ
minimum,minimum
kenyut,kəɲut
meleter,məleter
patriark,patriarʔ
ampo,ampo
dilingkari,diliŋkari
emigrasi,emigrasi
merukunkan,mərukunkan
menengok,məneŋoʔ
penembakan,pənembakan
membedung,məmbəduŋ
riwayat,riwajat
kejengkelan,kədʒeŋkelan
menjuruskan,məndʒuruskan
nis,nis
meningkat,məniŋkat
dingkis,diŋkis
kerbau,kərbau
ateistis,ateistis
berkokok,bərkokoʔ
harimau,harimau
cegah,tʃəgah
vikaris,vikaris
mengantarkan,məŋantarkan
sepatbor,səpatbor
polah,polah
memperteguh,məmpərtəguh
sepet,sepet
mendarati,məndarati
memegalkan,məməgalkan
bangsal,baŋsal
elitis,elitis
sembilang,səmbilaŋ
andaman,andaman
borhan,borhan
teradili,təradili
kilang,kilaŋ
terketuk,tərkətuʔ
wirakarya,wirakarja
kebutuhan,kəbutuhan
herot,herot
semenda,səmənda
seronok,səronoʔ
mencangkuli,məntʃaŋkuli
biji,bidʒi
berapi,bərapi
membengkos,məmbəŋkos
terbantu,tərbantu
tama,tama
subur,subur
dosis,dosis
penimbang,pənimbaŋ
membenarkan,məmbənarkan
adang,adaŋ
rujak,rudʒaʔ
batinnya,batinɲa
steno,steno
areal,areal
kerja,kərdʒa
bausuku,bausuku
pendidikan,pəndidikan
kekerapan,kəkərapan
kue,kue
penjernihan,pəndʒərnihan
berkelah,bərkelah
setengkuk,sətəŋkuʔ
tengkel,teŋkel
dijadikan,didʒadikan
besarkan,bəsarkan
keduniaan,kəduniaʔan
merogol,mərogol
penanggulangan,pənaŋgulaŋan
agamanya,agamaɲa
layar,lajar
fonemik,fonemiʔ
muih,muih
klerus,ʔlerus
uluran,uluran
halamannya,halamanɲa
tuma,tuma
berpeluru,bərpəluru
meluputkan,məluputkan
menegun,mənəgun
kalibrasi,kalibrasi
berwaspada,bərwaspada
alir,alir
pemberdayaan,pəmbərdajaʔan
tamtama,tamtama
gah,gah
kernu,kərnu
menceluk,məntʃəluʔ
ikal,ikal
melangkahkan,məlaŋkahkan
wang,waŋ
mendata,məndata
disorientasi,disorientasi
menjinakkan,məndʒinaʔkan
mencilok,məntʃiloʔ
terkecai,tərkətʃai
keruit,kəruit
derung,dəruŋ
sengkelit,səŋkəlit
embara,əmbara
kubang,kubaŋ
sekelian,səkəlian
pengimbasan,pəŋimbasan
berdatang,bərdataŋ
mengembarkan,məŋembarkan
makan,makan
serealia,serealia
beratap,bəratap
sekepal,səkəpal
pembenaran,pəmbənaran
impian,impian
sengkeling,səŋkəliŋ
peru,pəru
amalannya,amalanɲa
pencairan,pəntʃairan
menyesalkan,məɲəsalkan
bik,biʔ
pelpolisi,pelpolisi
tekan,tekan
opsir,opsir
perisa,pərisa
berikrar,bəriʔrar
diagnosa,diagnosa
ayang,ajaŋ
haluan,haluan
menyisipkan,məɲisipkan
terkebelakang,tərkəbəlakaŋ
menanding,mənandiŋ
kemala,kəmala
bertenun,bərtənun
sengkarut,səŋkarut
giro,giro
biara,biara
ketenaga nukliran,kətənaga-nuʔliran
menggeletak,məŋgəletaʔ
vas,vas
sekelebat,səkəlebat
pundak,pundaʔ
keusahawanan,kəusahawanan
garong,garoŋ
borjuasi,bordʒuasi
tercacak,tərtʃatʃaʔ
setrup,sətrup
melilitkan,məlilitkan
serobotan,sərobotan
sumpah,sumpah
penganggrekan,pəŋaŋgrekan
keserbagunaan,kəsərbagunaʔan
pertumpahan,pərtumpahan
salep,saləp
menepikan,mənəpikan
cangkul,tʃaŋkul
usulan,usulan
dikenakan,dikənakan
bengkahan,bəŋkahan
pin,pin
balerong,baleroŋ
kenop,kənop
pasiva,pasiva
kikir,kikir
tusuk,tusuʔ
ajar,adʒar
sirkulasi,sirkulasi
keseimbangan,kəsəimbaŋan
asri,asri
tokek,tokeʔ
seregu,sərəgu
berlegar,bərlegar
mengevaluasi,məŋevaluasi
perkembang biakan,pərkəmbaŋ-biakan
berdecup,bərdətʃup
didong,didoŋ
bersin,bərsin
mengatas namakan,məŋatas-namakan
nusa,nusa
sanca,santʃa
segitiga,səgitiga
pengganasan,pəŋganasan
pencacar,pəntʃatʃar
jambatan,dʒambatan
fana,fana
penggarap,pəŋgarap
tersembam,tərsəmbam
kompilasi,kompilasi
serbu,sərbu
luwes,luwəs
tersengkang,tərseŋkaŋ
rebut,rəbut
merapatkan,mərapatkan
helm,helm
ablasi,ablasi
artis,artis
praktis,praʔtis
buyur,bujur
beludak,bəludaʔ
menanyai,mənaɲai
beda,beda
azha,azha
ditaruh,ditaruh
adas,adas
membusung,məmbusuŋ
alam,alam
dagu,dagu
kubangan,kubaŋan
sengguk,səŋguʔ
sekarang,səkaraŋ
ketiga,kətiga
menenang,mənenaŋ
balkon,balkon
menembis,mənəmbis
mendarab,məndarab
gurita,gurita
divergen,divergen
perundangan,pərundaŋan
sember,səmber
rehabilitasi,rehabilitasi
brigadir,brigadir
berbandar,bərbandar
saudaranya,saudaraɲa
pengepungan,pəŋəpuŋan
menyengap,məɲəŋap
terucap,tərutʃap
kelonet,kəlonet
sinilah,sinilah
tempatkan,təmpatkan
dibanding,dibandiŋ
sengingih,səŋiŋih
perus,pərus
penempatan,pənəmpatan
simbolik,simboliʔ
pengemas,pəŋəmas
lengkeng,leŋkeŋ
petal,pətal
kerana,kərana
perai,pərai
pekatu,pəkatu
menyerak,məɲeraʔ
coran,tʃoran
berderis,bərdəris
terhibur,tərhibur
berlarian,bərlarian
tetua,tətua
sendratari,səndratari
berdempetan,bərdempetan
berdampil,bərdampil
kerikit,kərikit
gelendong,gəlendoŋ
mencantikkan,məntʃantiʔkan
ratakan,ratakan
terka,tərka
tabel,tabel
bertindih,bərtindih
mengisytiharkan,məŋisjtiharkan
mendiami,məndiami
eboni,eboni
munjung,mundʒuŋ
menggaji,məŋgadʒi
ekaristi,ekaristi
mengacapi,məŋatʃapi
bah,bah
lampu,lampu
sekerat,səkərat
prima,prima
dilarang,dilaraŋ
setrik,sətriʔ
cekur,tʃəkur
seelok,səeloʔ
mengelas,məŋəlas
hakekatnya,hakekatɲa
kepah,kəpah
gelandangan,gəlandaŋan
seantero,səantero
mulia,mulia
palang,palaŋ
menyempatkan,məɲəmpatkan
pucat,putʃat
seluar,səluar
asimtot,asimtot
fleksibel,fleʔsibəl
bersepai,bərsəpai
berangin,bəraŋin
lafaz,lafaz
beramal,bəramal
bergantung,bərgantuŋ
pecahan,pətʃahan
botulisme,botulismə
penggulung,pəŋguluŋ
mengalap,məŋalap
setegak,sətəgaʔ
bebesaran,bəbəsaran
parpol,parpol
mendasari,məndasari
lanang,lanaŋ
menyerakkan,məɲeraʔkan
tumpangan,tumpaŋan
terbetik,tərbətiʔ
rabun,rabun
dijual,didʒual
lipas,lipas
asasi,asasi
logaritma,logaritma
andalkan,andalkan
memencar,məməntʃar
menyumpah,məɲumpah
penularan,pənularan
kepalanya,kəpalaɲa
bingkahan,biŋkahan
tumis,tumis
mencoloki,məntʃoloki
brankar,brankar
pencebakan,pəntʃəbakan
rajut,radʒut
sebayanya,səbajaɲa
karangan,karaŋan
generator,genərator
pengetam,pəŋətam
menyemproti,məɲəmproti
melingkupi,məliŋkupi
hatiku,hatiku
berkelip,bərkəlip
pendanaan,pəndanaʔan
penghargaan,pəŋhargaʔan
bel,bel
mengagumkan,məŋagumkan
tanggung,taŋguŋ
biakan,biakan
dakah,dakah
membenihkan,məmbənihkan
menolakkan,mənolaʔkan
androgen,androgen
menayangkan,mənajaŋkan
perfektif,perfeʔtif
salinan,salinan
fakultas,fakultas
pinggir,piŋgir
penyangga,pəɲaŋga
ketus,kətus
pakta,paʔta
mencangkokkan,məntʃaŋkoʔkan
intern,intern
permil,pərmil
trak,traʔ
terdapat,tərdapat
mas,mas
berdepan,bərdəpan
pendaga,pəndaga
sentuh,səntuh
dilompati,dilompati
dewanagari,dewanagari
berimbang,bərimbaŋ
pembuat,pəmbuat
selakarang,selakaraŋ
gali,gali
mengecu,məŋetʃu
kehalusan,kəhalusan
membentari,məmbentari
pusatkan,pusatkan
kelikik,kəlikiʔ
kotoran,kotoran
menira,mənira
kemurahan,kəmurahan
ungku,uŋku
pemusatan,pəmusatan
diterapkan,ditərapkan
mengekspos,məŋeʔspos
membonsaikan,məmbonsaikan
pemulangan,pəmulaŋan
reput,rəput
kapel,kapel
awas,awas
bua,bua
lengkuk,ləŋkuʔ
mengadabi,məŋadabi
ekad,ekad
kocoh,kotʃoh
pembuntut,pəmbuntut
ragut,ragut
percanduan,pərtʃanduan
tekerlap,təkərlap
cikut,tʃikut
kepret,kepret
cala,tʃala
periodisasi,periodisasi
desah,dəsah
mendebah,məndəbah
celempong,tʃəlempoŋ
analitis,analitis
munasabah,munasabah
sekstan,seʔstan
dipatahkan,dipatahkan
solider,solider
wasilah,wasilah
penyadur,pəɲadur
berbanjar,bərbandʒar
bayonet,bajonet
tambul,tambul
anotasi,anotasi
serosoh,sərosoh
bentrok,bəntroʔ
hidup,hidup
balikkan,baliʔkan
kalangan,kalaŋan
penjara,pəndʒara
sanitasi,sanitasi
kaca,katʃa
perlit,pərlit
spion,spion
pendapatnya,pəndapatɲa
berteralikan,bərtəralikan
mengopek,məŋopeʔ
pemisahan,pəmisahan
majal,madʒal
bujur,budʒur
mentang,məntaŋ
cendekia,tʃəndəkia
mengapam,məŋapam
kebobrokan,kəbobrokan
pastel,pastel
bondol,bondol
bestari,bəstari
reses,rəses
mampir,mampir
putu,putu
pencanang,pəntʃanaŋ
lebarnya,lebarɲa
canggah,tʃaŋgah
basau,basau
klausul,ʔlausul
las,las
menyelempangkan,məɲələmpaŋkan
mandek,mandəʔ
bulangan,bulaŋan
ubah,ubah
logo,logo
diangkut,diaŋkut
berkurang,bərkuraŋ
runcit,runtʃit
suaranya,suaraɲa
yodium,jodium
eksepsi,eʔsepsi
gapai,gapai
dwidarma,dwidarma
kebam,kəbam
bahagi,bahagi
menghentak,məŋhəntaʔ
sweter,swetər
dwiarti,dwiarti
logis,logis
bertemin,bərtəmin
delusif,delusif
penanggah,pənaŋgah
sipil,sipil
introspeksi,introspeʔsi
sekeceng,səketʃeŋ
kerjang,kərdʒaŋ
berbalikan,bərbalikan
perhatiannya,pərhatianɲa
dendaan,dəndaʔan
bizurai,bizurai
pengapung,pəŋapuŋ
bangkong,baŋkoŋ
berdesah,bərdəsah
pekerjaanmu,pəkərdʒaʔanmu
pelombong,pəlomboŋ
tengar,təŋar
memperadudombakan,məmpəradudombakan
bahaya,bahaja
berkedut,bərkədut
berkemih,bərkəmih
tolakan,tolakan
kelonyo,kəloɲo
bancar,bantʃar
melambangkan,məlambaŋkan
mencalang,məntʃalaŋ
berpaut,bərpaut
berkabut,bərkabut
keranda,kəranda
dilemparkan,dilemparkan
tuduhkan,tuduhkan
perkakasan,pərkakasan
rahmat,rahmat
kereseng,kəreseŋ
giat,giat
tersedianya,tərsədiaɲa
acuan,atʃuan
cual,tʃual
penerapan,pənərapan
maupun,maupun
mencoblos,məntʃoblos
bibliografi,bibliografi
diktatorial,diʔtatorial
penasihat,pənasihat
andung,anduŋ
tergesa,tərgəsa
senyum,səɲum
tuanya,tuaɲa
mentolo,məntolo
kepleset,kəpleset
dompak,dompaʔ
kebijaksanaan,kəbidʒaʔsanaʔan
torak,toraʔ
bengkunang,bəŋkunaŋ
stamina,stamina
kedaian,kədaian
menggalang,məŋgalaŋ
andewi,andewi
reaksioner,reaʔsioner
lebih,ləbih
kepayang,kəpajaŋ
terindikasi,tərindikasi
umumkan,umumkan
membatak,məmbataʔ
kisi,kisi
cicinda,tʃitʃinda
beceng,betʃeŋ
ancoa,antʃoa
karung,karuŋ
dicampakkan,ditʃampaʔkan
berawal,bərawal
mengelirukan,məŋəlirukan
menegarkan,mənəgarkan
penggunaan,pəŋgunaʔan
beronang,bəronaŋ
bercecah,bərtʃətʃah
oksidasi,oʔsidasi
membinjat,məmbindʒat
pendayang,pəndajaŋ
bergolek,bərgoleʔ
duaan,duaʔan
dedar,dədar
terna,tərna
seling,səliŋ
rais,rais
makna,maʔna
kelurahan,kəlurahan
mewarnai,məwarnai
memakaikan,məmakaikan
biota,biota
papan,papan
belantan,bəlantan
caring,tʃariŋ
beloon,bəloʔon
menonjolkan,mənondʒolkan
kemuncak,kəmuntʃaʔ
apologia,apologia
kekayaan,kəkajaʔan
nazar,nazar
akses,aʔses
animisme,animismə
inheren,inheren
suluk,suluʔ
cebis,tʃəbis
cih,tʃih
potensi,potensi
mencontengkan,məntʃonteŋkan
senggeruk,səŋgəruʔ
piara,piara
sesira,səsira
menyelekoh,məɲəlekoh
pramuwisata,pramuwisata
feminisme,feminismə
barongsai,baroŋsai
kencing,kəntʃiŋ
bersengkarut,bərsəŋkarut
bermat,bərmat
motel,motel
pengarsip,pəŋarsip
label,labəl
kempung,kəmpuŋ
aruk,aruʔ
bekles,beʔles
pasta,pasta
hiduplah,hiduplah
nasionalis,nasionalis
blekek,bləkeʔ
perkencingan,pərkəntʃiŋan
cuh,tʃuh
denyutan,dəɲutan
dongbret,doŋbret
kesomplok,kəsomploʔ
didasarkan,didasarkan
interval,intərval
kedadak,kədadaʔ
nafkah,nafkah
menyajikan,məɲadʒikan
membakar,məmbakar
mengilat,məŋilat
penggusuran,pəŋgusuran
distribusi,distribusi
abrek,abrəʔ
semisal,səmisal
pelaga,pəlaga
mendatar,məndatar
perangai,pəraŋai
tepinya,təpiɲa
sedawai,sədawai
rohani,rohani
tengkulak,təŋkulaʔ
haram,haram
edukasi,edukasi
pesinden,pəsinden
cowokan,tʃowokan
kematus,kəmatus
berkaul,bərkaul
cecap,tʃətʃap
pamitan,pamitan
tercoang,tərtʃoaŋ
elastik,elastiʔ
pantau,pantau
camca,tʃamtʃa
berkesiur,bərkəsiur
gantang,gantaŋ
bantut,bantut
wawancara,wawantʃara
aerogram,aerogram
khayal,ʔhajal
merakan,mərakan
dwisegi,dwisəgi
identitas,identitas
berkepang,bərkepaŋ
membelandangkan,məmbəlandaŋkan
moril,moril
pedusi,pədusi
tersapu,tərsapu
kedekai,kədəkai
assalamualaikum,assalamualaikum
gala,gala
bagus,bagus
candra,tʃandra
mulutnya,mulutɲa
dihidupi,dihidupi
belalah,bəlalah
julat,dʒulat
rakam,rakam
mengerosi,məŋərosi
tertanggal,tərtaŋgal
lawatan,lawatan
tedung,təduŋ
penderita,pəndərita
memenatkan,məmənatkan
mufakat,mufakat
digelek,digeleʔ
penghalang,pəŋhalaŋ
bap,bap
bangai,baŋai
jengger,dʒeŋger
krayon,ʔrajon
laras,laras
dansanak,dansanaʔ
terserampang,tərsərampaŋ
dasawarsa,dasawarsa
bertemakan,bərtemakan
lahiriah,lahiriah
mengerepes,məŋərepes
tambun,tambun
ikon,ikon
demen,dəmən
terukir,tərukir
melantai,məlantai
mencoret,məntʃoret
melahirkan,məlahirkan
kelentung,kələntuŋ
anggap,aŋgap
pengintip,pəŋintip
cempiang,tʃəmpiaŋ
lokap,lokap
memberanikan,məmbəranikan
palung,paluŋ
melunturkan,məlunturkan
acatan,atʃatan
godam,godam
puteri,putəri
seti,səti
membahana,məmbahana
gelondong,gəlondoŋ
sembiluan,səmbiluan
mengedar,məŋedar
capak,tʃapaʔ
haus,haus
kekau,kəkau
beruniform,bəruniform
menyahut,məɲahut
berangas,bəraŋas
skala,skala
lembab,ləmbab
templek,templeʔ
pendendam,pəndəndam
melupakan,məlupakan
kedigdayaan,kədigdajaʔan
penantang,pənantaŋ
segak,segaʔ
kereket,kəreket
diam,diam
cengkek,tʃeŋkeʔ
bagasi,bagasi
mergul,mərgul
tunakarya,tunakarja
tepian,təpian
berpencar,bərpəntʃar
membendungi,məmbənduŋi
menjarak,məndʒaraʔ
kedapatan,kədapatan
kasim,kasim
balistik,balistiʔ
mendoakan,məndoakan
perum,pərum
patriot,patriot
bentara,bəntara
menerau,mənərau
diagnosis,diagnosis
sebukan,səbukan
mendunia,məndunia
kewibawaan,kəwibawaʔan
durasi,durasi
lanjutan,landʒutan
membimbangkan,məmbimbaŋkan
terbongkar,tərboŋkar
penggelap,pəŋgəlap
deduksi,deduʔsi
tempuh,təmpuh
mengerikil,məŋərikil
emping,əmpiŋ
disokong,disokoŋ
jeritan,dʒəritan
dalam,dalam
keplokan,kəplokan
berkunci,bərkuntʃi
data,data
birsam,birsam
mencangklong,məntʃaŋʔloŋ
mengembangkan,məŋəmbaŋkan
sendok,sendoʔ
dangkar,daŋkar
menyempadani,məɲəmpadani
monografi,monografi
tikungan,tikuŋan
testis,testis
keampunan,kəampunan
kusta,kusta
cerutu,tʃərutu
ekuivalen,ekuivalen
mang,maŋ
berdetik,bərdətiʔ
bantun,bantun
dibuat,dibuat
zakar,zakar
ditugaskan,ditugaskan
pembusukan,pəmbusukan
elektro,eleʔtro
terungkap,təruŋkap
cocor,tʃotʃor
rusak,rusaʔ
pedalaman,pədalaman
menjilat,məndʒilat
merasul,mərasul
butek,butəʔ
butongpai,butoŋpai
matinya,matiɲa
menanggung,mənaŋguŋ
birat,birat
dibaca,dibatʃa
mengganyang,məŋgaɲaŋ
menebang,mənəbaŋ
kepolisian,kəpolisian
bedanya,bedaɲa
ekuitas,ekuitas
genius,genius
legalitas,legalitas
abis,abis
mengisahkan,məŋisahkan
agun,agun
produsen,produsen
menyembahyangi,məɲəmbahjaŋi
membayari,məmbajari
marmot,marmot
biarawati,biarawati
pencolek,pəntʃoleʔ
pengendara,pəŋəndara
peking,pəkiŋ
komedi,komedi
runduk,runduʔ
kecepek,kətʃepeʔ
kecapaian,kətʃapaian
calit,tʃalit
redaksi,redaʔsi
kecermatan,kətʃərmatan
sedarun,sədarun
selanjutnya,səlandʒutɲa
mengasalkan,məŋasalkan
membantukan,məmbantukan
terkehel,tərkehel
kasau,kasau
panel,panel
omel,omel
mengharumkan,məŋharumkan
defensif,defensif
digali,digali
melambaikan,məlambaikan
sandungan,sanduŋan
bersambungan,bərsambuŋan
tubi,tubi
langau,laŋau
pikiran,pikiran
perkawinannya,pərkawinanɲa
